,firm_name,firm_address1,firm_address2,firm_city,firm_state,firm_zip,expire_date,create_date,firm_phone,firm_type,Firm_num,GregsNotes,www,domain
481,ARROYO ENGINEERING INC,6200 UTSA BLVD STE 101-A,,SAN ANTONIO,TX,78249,9/30/2019,9/29/2000,2105583101,NS,1706,,www.,manta.com
482,AMC DESIGN GROUP INC,PO BOX 341555,,AUSTIN,TX,78734,9/30/2020,9/29/2000,5123852911,SP,1708,,www.,linkedin.com
483,AW Blair Engineering DBA Allie W Blair,P. O. Box 4615,,Austin,TX,78765,9/30/2020,9/29/2000,5123941011,NS,1709,,www.,awblair.com
484,BAGNALL ENGINEERING INC,PO BOX 3483,,VICTORIA,TX,77903,9/30/2019,9/29/2000,361 575 7486,NS,1711,,www.,manta.com
485,BAIN MEDINA BAIN INC,ATTN:  ACCTS. PAYABLE,7073 SAN PEDRO,SAN ANTONIO,TX,78216-6209,9/30/2020,9/29/2000,210-494-7223,NS,1712,,www.,bmbi.com
486,BENCOB DESIGN SERVICES,4446 ASHBEL STREET,,SAN ANTONIO,TX,78223,9/30/2019,9/29/2000,210-854-7649,NS,1715,,www.,manta.com
487,BERGER ENGINEERING COMPANY,10900 SHADY TRAIL,,DALLAS,TX,75220-1308,9/30/2020,9/29/2000,2143584451,NS,1716,,www.,berger-engr.com
488,BHP ENGINEERING & CONSTRUCTION LP,715 OAK PARK AVE,,CORPUS CHRISTI,TX,78408,9/30/2020,9/29/2000,361-693-6283,NS,1717,,www.,bhpeng.com
489,KNIGHTHAWK ENGINEERING INC,17625 EL CAMINO REAL #412,,HOUSTON,TX,77058,9/30/2019,9/29/2000,2812829200,NS,1720,,www.,knighthawk.com
490,BRADLEY C PATTERSON PE INC,4102-A HYCREST DR,,AUSTIN,TX,78759,9/30/2019,9/29/2000,512 343 6541,SP,1722,,www.,porch.com
491,"The Brandt Companies, LLC DBA Brandt",1728 BrierCroft Ct.,,Carrollton,TX,75006,9/30/2019,9/29/2000,972 395 6000,NS,1723,,www.,brandt.us
492,"Bridgers & Paxton Consulting Engineers, Inc.",4600 C Montgomery Blvd. NE,,Albuquerque,NM,87109,9/30/2020,9/29/2000,505 883 4111,NS,1725,,www.,bpce.com
493,BRUCE W GRAHAM PE,P O BOX 106,,PORT LAVACA,TX,77979,9/30/2019,9/29/2000,361-876-5781,SP,1727,,www.,brucegrahamlawfirm.com
494,CAMPOS ENGINEERING INC,1331 River Bend Drive,,DALLAS,TX,75247,9/30/2020,9/29/2000,2146966291,NS,1731,,www.,camposengineering.com
495,Carnahan Corporation,P O Box 42281,,Houston,TX,77242,9/30/2019,9/29/2000,2814932600,SP,1732,,www.,m.yelp.com
496,Civil Design Services Inc DBA CDS Muery,3411 Magic Dr,,San Antonio,TX,78229,9/30/2020,9/29/2000,2105811111,NS,1733,,www.,cdsmuery.com
497,CDY Consulting Engineers Inc,1117 Ruby Ranch Rd.,,Buda,TX,78610,9/30/2019,9/29/2000,512 416 5759,NS,1734,,www.,bbb.org
498,Century Twenty-Two Engineering Inc,615 N. Charles Street,,Lewisville,TX,75057,9/30/2019,9/29/2000,972-221-6839,NS,1736,,www.,manta.com
499,Charles J Jenkins & Associates Inc,P O Box 575,,Kemah,TX,77565,9/30/2019,9/29/2000,281 334 6030,NS,1739,,www.,yelp.com
500,CHEMIC ENGINEERS & CONSTRUCTORS INC,4820 FM 2004,,HITCHCOCK,TX,77563,9/30/2020,9/29/2000,4099866504,NS,1740,,www.,chemic.com
501,CP&Y Inc,Attn  Sally Solano,1820 Regal Row Ste 200,Dallas,TX,75235,9/30/2020,9/29/2000,2146380500,NS,1741,,www.,cpyi.com
502,Civil Associates,20118 Angeli,,Tomball,TX,77377,9/30/2020,9/29/2000,281 351 7319,SP,1746,,www.,civilassociates.com
503,Shelly Hattan DBA CivilGrrl Engineering,3333 Southlake Park Road,,Southlake,TX,76092,9/30/2019,9/29/2000,817 329 1441,SP,1748,,www.,civilgrrl.com
504,CLEAN AIR ENGINEERING INC,500 W WOOD ST,,PALATINE,IL,60067,9/30/2020,9/29/2000,847 991 3300,NS,1749,,www.,cleanair.com
505,"COTHREN, GRAFF, SMOAK, ENGINEERING INC.",6305 WESTPORT AVE,,SHREVEPORT,LA,71129,9/30/2020,9/29/2000,318 687 3732,NS,1754,,www.,manta.com
506,CRESPO CONSULTING SERVICES INC,4131 SPICEWOOD SPRINGS RD B-2,,AUSTIN,TX,78759-8658,9/30/2019,9/29/2000,512 343 6404,NS,1758,,www.,crespoinc.com
507,"CSHQA, Inc. DBA CSHQA",200 Broad Street,,BOISE,ID,83702,9/30/2020,9/29/2000,2084294005,NS,1759,,www.,cshqa.com
508,GORDON L DAVIS PE,P O BOX 241371,,MONTGOMERY,AL,36124,9/30/2019,9/29/2000,3342133070,SP,1763,,www.,porch.com
509,Dispute Management Group LLC DBA DMG EIS,PO Box 163081,,Austin,TX,78716,9/30/2020,9/29/2000,512 426 6958,NS,1767,,www.,linkedin.com
510,PROVIDENCE ENVIRONMENTAL CONSULTING INC,112 LAS COLINAS DRIVE,,GEORGETOWN,TX,78628,9/30/2020,9/29/2000,512-658-0628,NS,1772,,www.,providenceenvironmentalconsulting.com
511,DYESS-PETERSON TESTING LABORATORY INC,PO BOX 30699,,AMARILLO,TX,79120,9/30/2019,9/29/2000,8063724911,NS,1773,,www.,dyesspeterson.com
512,E RALPH GREEN PETROLEUM CONSULTANT,721 W Dengar Ave #1C,,Midland,TX,79705,9/30/2019,9/29/2000,432 686 0949,SP,1774,,www.,manta.com
513,"Ecology and Environment, Inc.",368 Pleasant View Drive,,Lancaster,NY,14086,9/30/2020,9/29/2000,7166848060,NS,1775,,www.,ene.com
514,EDWARD R CERVENKA PE,6700 Vitruvius Drive,,AUSTIN,TX,78739,9/30/2019,9/29/2000,5122927066,SP,1776,,www.,mylife.com
515,"ENGINEERING MICRO RESEARCH DBA Seibo Pipeline Bridge, Inc.",5306 MIDDLE FISKVILLE RD,,AUSTIN,TX,78751,9/30/2019,9/29/2000,512 933 9000,NS,1781,,www.,sefbopipelinebridge.com
516,ERI Consulting Inc,P O BOX 2024,,Tyler,TX,75710,9/30/2019,9/29/2000,903 534 5001,NS,1787,,www.,ericonsulting.com
517,ERS ENGINEERING INC,PO BOX 14809,,JACKSONVILLE,FL,32238-1809,9/30/2019,9/29/2000,904 777 3089,NS,1789,,www.,ersengineering.com
518,FISCHER ENGINEERING,PO BOX 722,,OLNEY,TX,76374,9/30/2019,9/29/2000,9405642565,SP,1793,,www.,manta.com
519,"FLORES & COMPANY CONSULTING ENGINEERS, INC.",12915 JONES MALTSBERGER STE 401,,SAN ANTONIO,TX,78247,9/30/2019,9/29/2000,210 490 9963,NS,1794,,www.,floresengineers.com
520,Fiedler Group,299 N Euclid Ave #550,,Pasadena,CA,91101-1662,9/30/2020,9/29/2000,213 381 3118,NS,1796,,www.,fiedlergroup.com
521,GALINDO ENGINEERS & PLANNERS INC,3833 S TEXAS AVE SUITE 213,,BRYAN,TX,77802,9/30/2019,9/29/2000,9798468868,NS,1799,,www.,bbb.org
522,GANNETT FLEMING INC,207 SENATE AVE,,CAMP HILL,PA,17011,9/30/2019,9/29/2000,7177637211,NS,1800,,www.,gannettfleming.com
523,GARCIA & WRIGHT CONSULTING ENGINEERS INC,407 W RHAPSODY,,SAN ANTONIO,TX,78216,9/30/2019,9/29/2000,210-349-5253,NS,1802,,www.,garciawright.com
524,GARCIA ENGINEERS,1003 CANYON OAK DRIVE,,EULESS,TX,76039,9/30/2019,9/29/2000,2104907288,SP,1803,,www.,linkedin.com
525,"George Perdue & Associates, Inc.",2904 Grand Point Ct.,,Grandbury,TX,76049,9/30/2019,9/29/2000,817 326 2030,NS,1813,,www.,dnb.com
526,"GERALD S. PRICKETTE CONSULTING ENGINEERS, INC.",27710 Cold Spring Trace,,Katy,TX,77494,9/30/2019,9/29/2000,281-693-1378,SP,1815,,www.,opencorporates.com
527,GERRY DE CAMP PE,1127 ELDRIDGE PKY STE 300-148,,HOUSTON,TX,77077,9/30/2019,9/29/2000,8322509408,SP,1816,,www.,jurispro.com
528,GWC ENGINEERING LP,5999 Summerside Drive,Suite 200,DALLAS,TX,75252,9/30/2020,9/29/2000,9724902224,SP,1817,,www.,gwcengineering.com
529,"Braun Intertec DBA GME CONSULTING SERVICES, INC",2526 Manana Dr #109,,Dallas,TX,75220,9/30/2019,9/29/2000,214 351 5633,NS,1818,,www.,braunintertec.com
530,Meadow Burke LLC,6467 S. Falkenburg Rd.,,Riverview,FL,33578,9/30/2020,9/29/2000,813-248-1944,NS,1823,,www.,meadowburke.com
531,Loren Hugh Drum PE DBA Texas Home Check,2057 Blueridge,,Canyon Lake,TX,78133,9/30/2019,9/29/2000,2103406000,SP,1829,,www.,buildzoom.com
532,THORSON BAKER & ASSOCIATES INC,3030 W STREETSBORO RD,,RICHFIELD,OH,44286,9/30/2020,9/29/2000,3306596688,NS,1832,,www.,thorsonbaker.com
533,TK CONSULTING ENGINEERS,7621 SPICEWOOD SPRINGS RD.,,AUSTIN,TX,78759,9/30/2019,9/29/2000,512 219 1574,SP,1836,,www.,tkaustin.com
534,TPC ENGINEERING,3703 PASEO ROYALE BLVD,,RICHMOND,TX,77406,9/30/2019,9/29/2000,832-491-8326,SP,1838,,www.,linkedin.com
535,"Unitech Engineering, LLC.",P. O. Box 760491,,San Antonio,TX,78245,9/30/2019,9/29/2000,210 548 0058,SP,1842,,www.,linkedin.com
536,"USA PROFESSIONAL SERVICES GROUP, INC.",1525 VICEROY DR,,DALLAS,TX,75235,9/30/2020,9/29/2000,214 634 3300,NS,1845,,www.,linkedin.com
537,VANNIER ENGINEERING,"3000 Custer Rd, Suite 270",- PMB 336,PLANO,TX,75075,9/30/2019,9/29/2000,9728679750,SP,1848,,www.,bbb.org
538,"Venture Mechanical, Inc.",1644 W. Crosby Rd.,,Carrollton,TX,75006,9/30/2019,9/29/2000,972 871 1300,NS,1850,,www.,venturemech.com
539,VESTFALS & ASSOCIATES,206 Michelle Drive,,LONGVIEW,TX,75605,9/30/2019,9/29/2000,903 758 8569,SP,1851,,www.,thebluebook.com
540,W. D. VON GONTEN & CO.,10496 Old Katy Rd. Suite 200,,Houston,TX,77043,9/30/2019,9/29/2000,713 224 6333,NS,1855,,www.,wdvgco.com
541,"Walter P. Moore & Associates, Inc.","1301 McKinney St., Suite 1100",,Houston,TX,77010,9/30/2019,9/29/2000,713 630 7300,NS,1856,,www.,walterpmoore.com
542,"Welch Engineering, Inc.",P.O. Box 820218,,North Richland Hills,TX,76182,9/30/2019,9/29/2000,817-589-2900,NS,1859,,www.,homeadvisor.com
543,Winter Engineering,1202 Hurst Hollow,,Austin,TX,78734,9/30/2020,9/29/2000,5122614400,SP,1865,,www.,wintereng.com
544,WIRELESS COMMUNICATION SYSTEMS,5124 EAST LAKE DR,,GLADEWATER,TX,75647,9/30/2020,9/29/2000,9037341921,SP,1866,,www.,buzzfile.com
545,WJP ENTERPRISES,1441 BAFFIN BAY,,PLANO,TX,75075,9/30/2020,9/29/2000,9725161177,NS,1867,,www.,manta.com
546,WOLVERTON & ASSOCIATES INC,6745 Sugarloaf Parkway,Suite 100,Duluth,GA,30097,9/30/2020,9/29/2000,770-447-8999,NS,1868,,www.,linkedin.com
547,"Wylie & Associates, LLC DBA WYLIE Consulting Engineers",1 Greenway Plaza,Suite 1100,HOUSTON,TX,77046,9/30/2019,9/29/2000,7137812526,NS,1869,,www.,wylieassociates.com
548,"Xercon Offshore International, Inc.",6950 Quebe Rd.,,Brenham,TX,77833-1375,9/30/2019,9/29/2000,979 836 5887,SP,1870,,www.,manta.com
549,"Sandra L. Sewell, P.E.",211 East Parkwood Ave.,Suite 101,Friendswood,TX,77546,10/31/2019,10/13/2000,281 333 3960,SP,1874,,www.,corporationwiki.com
550,SARTOR ENTERPRISES,468 TWEEDY RD,,VALLEY MILLS,TX,76689,10/31/2019,10/13/2000,254 932 6496,SP,1876,,www.,mclennancad.org
551,SHIMAJI & LASCOLA INC,23682 BIRTCHER DR,,LAKE FOREST,CA,92630,10/31/2019,10/13/2000,949 770 9967,NS,1890,,www.,sli-se.com
552,SIA ENGINEERING INC,6977 San Pedro Ave.,,SAN ANTONIO,TX,78216,10/31/2019,10/13/2000,2103415500,NS,1892,,www.,sia-engineering.com
553,SIGNA ENGINEERING CORP,"16945 Northchase Dr., Ste 2200",,HOUSTON,TX,77060,10/31/2019,10/13/2000,281 774 1000,NS,1893,,www.,signa.net
554,SKYHOOK STRUCTURAL ENGINEERING PC,229 WARD CIRCLE,STE B23,BRENTWOOD,TN,37027,10/31/2019,10/13/2000,6157770097,NS,1900,,www.,skyhookstructural.com
555,Slay Engineering Co Inc,123 Altgelt Ave,,San Antonio,TX,78201,10/31/2019,10/13/2000,2107344388,NS,1901,,www.,slayengineering.com
556,SLI ENGINEERING INC,6600 WESTWIND DR,,EL PASO,TX,79912,10/31/2019,10/13/2000,9155844457,NS,1902,,www.,sli-engineering.com
557,SMITH ENGINEERING CO INC,519 BARKSDALE BLVD,,BOSSIER CITY,LA,71111,10/31/2019,10/13/2000,318 741 1088,NS,1903,,www.,smith-engineering.net
558,Momentum Design & Construction Inc DBA Soil Mechanics International,708 Dulce Tierra,,El Paso,TX,79912,10/31/2019,10/13/2000,915 532 5406,NS,1906,,www.,soilmechanicsep.com
559,SOUND ENVIRONMENTAL SOLUTIONS INC,PO Box 947142,,HOUSTON,TX,77094,10/31/2019,10/13/2000,7139736085,NS,1907,,www.,homeadvisor.com
560,SOUTHWEST ENGINEERS INC,307 ST LAWRENCE ST,,GONZALES,TX,78629,10/31/2019,10/13/2000,830-672-7546,NS,1909,,www.,swengineers.com
561,SPEARS ENGINEERING COMPANY,3605 JEFFERSON AVE,,TEXARKANA,AR,71854,10/31/2019,10/13/2000,8707743204,SP,1911,,www.,manta.com
562,STANDARD INDUSTRIAL STRUCTURES CORPORATION,2665 WESTHOLLOW DR,,HOUSTON,TX,77082-1846,10/31/2019,10/13/2000,2815312800,NS,1917,,www.,siscorpstructures.com
563,STANLEY P BUCHANAN PE,330 OAK ESTATES DR,,ORLANDO,FL,32806,10/31/2019,10/13/2000,4078593328,SP,1918,,www.,buzzfile.com
564,STAR ENGINEERING GROUP INC,PO BOX 643,,HELOTES,TX,78023-0643,10/31/2019,10/13/2000,2108714133,NS,1919,,www.,manta.com
565,State Service Co. Inc.,P.O. Box 1321,,Rockport,TX,78381,10/31/2019,10/13/2000,361-776-7399,NS,1921,,www.,stateservice.com
566,"Stephen G. Wright, P.E.",3406 Shinoak Dr.,,Austin,TX,78731,10/31/2019,10/13/2000,512 452 2095,SP,1923,,www.,caee.utexas.edu
567,STEPHEN W MAYNARD PE,4605 LOCUST,,BELLAIRE,TX,77401,10/31/2019,10/13/2000,713-664-9325,SP,1925,,www.,spokeo.com
568,Steven B Brown PE,1849 Mariposa Ave.,,Boulder,CO,80302,10/31/2019,10/13/2000,303-442-2009,NS,1927,,www.,manta.com
569,STONE LIONS ENVIRONMENTAL CORPORATION,"655 Deep Valley Drive, Suite 303",,Rolling Hills Estates,CA,90274,10/31/2019,10/13/2000,310-377-6677,NS,1928,,www.,stonelions.com
570,STRUCTURAL DIAGNOSTICS INC,1822 DALY DR,,CORPUS CHRISTI,TX,78412,10/31/2019,10/13/2000,361 991 6055,NS,1933,,www.,manta.com
571,"Surveying and Mapping, LLC DBA SAM, LLC",Attn  Accounts Payable,"4801 Southwest Parkway, Bldg Two, Suite 100",Austin,TX,78735,10/31/2019,10/13/2000,5124470575,NS,1937,,www.,sam.biz
572,SYSTEMS ENGINEERING CONSULTANTS,3615 Curt Drive,,ARLINGTON,TX,76016,10/31/2019,10/13/2000,8178228964,SP,1940,,www.,perkinsconsultants.com
573,UNIVERSAL ENSCO INC,4848 LOOP CENTRAL DR,,HOUSTON,TX,77081,10/31/2019,10/13/2000,7139777770,NS,1942,,www.,universalpegasus.com
574,ABB INC,Attn:Elizabeth Robertson,305 Gregson Drive,Cary,NC,27511,10/31/2019,10/20/2000,9198075009,NS,1946,,www.,new.abb.com
575,ACORN CONSULTING SERVICES,10617 N HAYDEN RD STE B-108,,SCOTTSDALE,AZ,85260,10/31/2019,10/20/2000,602 888 7250,NS,1950,,www.,acornconsultingengineer.com
576,"Adaetus Engineering, Inc.",P.O. Box 782127,,San Antonio,TX,78278-2126,10/31/2019,10/20/2000,2106990719,NS,1951,,www.,manta.com
577,ADAMS ENGINEERING,2613 Emerald Lane,,McKinney,TX,75071,10/31/2019,10/20/2000,469-525-0765,SP,1952,,www.,adams-engineering.com
578,AEP PRO SERV INC,"1 Riverside Plaza, 20th Floor",Attn: Stephanie Covington,Columbus,OH,43215,10/31/2019,10/20/2000,614-716-2326,NS,1953,,www.,stephaniecovington.com
579,"Amec Foster Wheeler E&C Services, Inc.",c/o Louise Reed,2020 Winston Park Drive; Suite 700,Oakville,GA,L6H6X7,10/31/2019,10/20/2000,905-403-3450,NS,1954,,www.,wyobiz.wy.gov
580,Nesornnod Corporation DBA Aim Electrical Consultants,4543 Post Oak Place Drive,Suite 212,Houston,TX,77027,10/31/2019,10/20/2000,7136666718,NS,1957,,www.,aimelectrical.com
581,"Alan V. Thompson, P.E.",111 Surrey Drive,,Boerne,TX,78006,10/31/2019,10/20/2000,210 218 4604,SP,1962,,www.,ebensberger-fisher.com
582,ALEXANDER CONSULTING ENGINEERS INC DBA PROFESSIONAL DESIGN GROUP,1705 S CAPITAL OF TX HWY,STE 150,AUSTIN,TX,78746,10/31/2019,10/20/2000,5124570344,NS,1967,,www.,pdgengr.com
583,"Ridinger Associates, Inc.",550 Edmonds Ln #101,,Lewisville,TX,75067,10/31/2019,10/20/2000,972-353-8000,NS,1969,,www.,ridingerassociates.com
584,ALLIANCE GEOTECHNICAL GROUP INC,3228 HALIFAX ST ,,DALLAS,TX,75247,10/31/2019,10/20/2000,9724448889,NS,1970,,www.,aggengr.com
585,"ALLIED DESIGN ARCHITECTURAL & ENGINEERING GROUP, PC",P O BOX 110,,MORTON,IL,61550,10/31/2019,10/20/2000,309 263 4105,NS,1971,,www.,buildzoom.com
586,AMSTAR ENGINEERING INC,12600 HILL COUNTRY BOULEVARD STE R-275,,AUSTIN,TX,78738,10/31/2019,10/20/2000,5122633661,SP,1975,,www.,amstarengineering.com
587,Analytical Group Inc,401 Isom #235,,San Antonio,TX,78216,10/31/2019,10/20/2000,210 822 7701,NS,1977,,www.,analyticalgroup.com
588,Anchor Engineering Inc,"2535 17th Street, Suite A",,Denver,CO,80211,10/31/2019,10/20/2000,3037834797,NS,1979,,www.,anchoreng.com
589,ARCHITECTURAL ENGINEERS COLLABORATIVE LLC DBA Architectural Engineers Collaborative,"3800 N. Lamar Blvd., STE 330",,AUSTIN,TX,78756,10/31/2019,10/20/2000,5124722111,NS,1985,,www.,aecollab.com
590,Arup Texas Inc.,77 Water Street,"5th Floor, Attn: Sandy Rai",New York,TX,10005,10/31/2019,10/20/2000,732-623-7428,NS,1990,,www.,linkedin.com
591,ATCO ENVIROAIR TESTING ENGINEERS INC,2104 mcdaniel circle,,plano,TX,75075,10/31/2019,10/20/2000,9729855564,NS,1991,,www.,atcoenviroair.com
592,AUPPERLE COMPANY,10088 Circleview Drive,,AUSTIN,TX,78733,10/31/2019,10/20/2000,512-329-8241,SP,1994,,www.,yelp.com
593,B & F Engineering Inc,928 Airport Road,,Hot Springs,AR,71913,10/31/2019,10/20/2000,501 767 2366,NS,1997,,www.,bnfeng.com
594,"Desul, Inc.",P.O. Box 10675,,College Station,TX,77842,10/31/2019,10/20/2000,979 680 8000,SP,1999,,www.,porch.com
595,Erin Banks & Associates LLC DBA Banks & Associates,820 Currie Ranch Road,,Wimberley,TX,78676,10/31/2019,10/20/2000,5128019049,SP,2002,,www.,fieldplanner.com
596,"Barnett-Herron Engineering, Inc. DBA BHEI",P O Box 2230,,Weatherford,TX,76086,10/31/2019,10/20/2000,817 341 4242,NS,2004,,www.,b-hei.com
597,BAY & ASSOCIATES INC,8217 Shoal Creek Blvd.,Suite 100,Austin,TX,78757,10/31/2019,10/20/2000,5124079011,NS,2005,,www.,baymep.com
598,BCCK Engineering Incorporated,2500 N Big Spring Street,,Midland,TX,79705,10/31/2019,10/20/2000,4326856095,NS,2006,,www.,bcck.com
599,KBR Engineering Company LLC,Attn  Licensing Dept,601 Jefferson St,Houston,TX,77002,10/31/2019,10/20/2000,713 753 5296,NS,2007,,www.,kbr.com
600,BEAULLIEU & ASSOCIATES INC,243 LA RUE FRANCE,,LAFAYETTE,LA,70508,10/31/2019,10/20/2000,337 234 9571,SP,2008,,www.,manta.com
601,"BEFCO ENGINEERING, INC",P O BOX 615,,LA GRANGE,TX,78945,10/31/2019,10/20/2000,979 968 6474,NS,2011,,www.,
602,"AUSTAR, Inc. DBA Bescon",1400 Little Elm Tr. 1013,,Cedar Park,TX,78613,10/31/2019,10/20/2000,5124369501,SP,2015,,www.,
603,I BETA ENGINEERING LLC,4725 HWY 28 E,,PINEVILLE,LA,71360,10/31/2019,10/20/2000,3187672762,NS,2016,,www.,
604,BH Systems Consulting LLC,P O Box 2027,,Athens,TX,75751-7027,10/31/2019,10/20/2000,9036757200,SP,2017,,www.,
605,BIDDY ASSOCIATES INC DBA BSA ENGINEERING,104 GALVESTON,,WICHITA FALLS,TX,76301,10/31/2019,10/20/2000,9407235100,NS,2018,,www.,
606,BILL BATCHELOR,614 EAST 29TH ST,,BRYAN,TX,77803,10/31/2019,10/20/2000,9798226500,SP,2020,,www.,
607,Bill Reiffert & Associates Inc.,136 Sagecrest,,San Antonio,TX,78232,10/31/2019,10/20/2000,2104137190,NS,2021,,www.,
608,BOOHER ENGINEERING INC,PO BOX 7793,,TYLER,TX,75711-7793,10/31/2019,10/20/2000,9035613431,SP,2030,,www.,
609,"Borton, LC",P O Box 2108,,Hutchinson,KS,67504-2108,10/31/2019,10/20/2000,620 669 8211,NS,2032,,www.,
610,Boyer Inc,8904 Fairbanks N Houston Rd,,Houston,TX,77064,10/31/2019,10/20/2000,7134665395,NS,2033,,www.,
611,S&ME INC,2724 DISCOVERY DRIVE,SUITE 120,RALEIGH,NC,27616,10/31/2019,10/20/2000,919-872-2660,NS,2038,,www.,
612,SAFE Engineering & Consulting Inc,10685B Hazelhurst Dr. #9025,,Houston,TX,77043,10/31/2019,10/20/2000,405-385-6608,SP,2039,,www.,
613,"SAGE Engineering, Inc.",2429 Bissonnet #708 ,,Houston,TX,77005-1451,10/31/2019,10/20/2000,713 988 6635,SP,2041,,www.,
614,"Arthur L. Sukenik, P.E., Structural Consultant",6126 La Cosa Drive,,Dallas,TX,75248-4925,11/30/2019,11/3/2000,214 893 8548,SP,2046,,www.,
615,Larry Gene Tarkington PE DBA Project Engineering of Texas,153 Trillium Lane,,San Antonio,TX,78213-2514,11/30/2019,11/3/2000,2103661966,SP,2049,,www.,
616,Property Engineers Inc.,6951 Delrose Ave,,Dallas,TX,75214,11/30/2019,11/3/2000,214 321 5022,SP,2050,,www.,
617,PSA CONSULTING ENGINEERS INC,3031 NW 64TH ST STE 101,,OKLAHOMA CITY,OK,73116,11/30/2019,11/3/2000,405 840 1901,NS,2052,,www.,
618,IHS Global Inc.,1401 Enclave Parkway,Suite 200,Houston,TX,77077,11/30/2019,11/3/2000,281-531-4660,NS,2053,,www.,
619,R A CORBETT ENGINEERING,2727 LAZY SPRING DR,,HOUSTON,TX,77080,11/30/2019,11/3/2000,7134604609,SP,2055,,www.,
620,R T GARCIA & CO INC,"2503 SOUTH BLVD, SUITE 205",,HOUSTON,TX,77098-5111,11/30/2019,11/3/2000,713-654-8053,SP,2057,,www.,
621,"Aurora Technical Services, LLC","12941 North Freeway, Ste. 500",,Houston,TX,77060,11/30/2019,11/3/2000,2814537700,NS,2059,,www.,
622,Rathgeber/Goss Associates Professional Corporation,15871 Crabbs Branch Way,,Rockville,MD,20855,11/30/2019,11/3/2000,3015900071,NS,2064,,www.,
623,WATERENGINEERS INC,P.O. Box 1945,,Cypress,TX,77410-1945,11/30/2019,11/3/2000,281-373-0500,NS,2066,,www.,
624,RAYMOND YEE PE,900 Birdsall St.,,HOUSTON,TX,77007,11/30/2019,11/3/2000,281-639-6524,SP,2068,,www.,
625,RCS ENGINEERING,P. O. Box 3018,,Marble Falls,TX,78654,11/30/2019,11/3/2000,281 496 2262,SP,2070,,www.,
626,"RCS Enterprises, L. P.",400 N. Allen Drive,Ste 205,Allen,TX,75013,11/30/2019,11/3/2000,9727278572,NS,2071,,www.,
627,"Read Jones Christoffersen, Ltd. DBA RJC Engineers",1626 Richter Street,,Kelowna,BC,V1Y 2M3,11/30/2019,11/3/2000,778-738-1705,NS,2072,,www.,
628,REESE BRENTZEL JR PE,136 DOUBLETREE DR,,DENISON,TX,75020,11/30/2019,11/3/2000,9034651911,SP,2074,,www.,
629,Regulatory Compliance Services Inc,8610 King George Dr,,Dallas,TX,75235,11/30/2019,11/3/2000,9722264372,SP,2075,,www.,
630,"Richard E. Cooper Engineering, Inc. DBA Richard E. Cooper, PE",201 Royal Oaks Court,,Denton,TX,76210,11/30/2019,11/3/2000,940-565-1579,SP,2081,,www.,
631,RISA R DEITNER,P.O. Box 5095,Chevron Perth Australia,Bellaire,TX,77402,11/30/2019,11/3/2000,281-466-2763,SP,2088,,www.,
632,RNR ENGINEERING LLC,262 WOLF CREEK PASS,,WIMBERLEY,TX,78676,11/30/2019,11/3/2000,5128479074,SP,2091,,www.,
633,ROB PETERSON PE,3738 ARNOLD,,HOUSTON,TX,77005,11/30/2019,11/3/2000,7136667644,SP,2092,,www.,
634,ROBERT E GREEN PE,PO BOX 50834,,MIDLAND,TX,79710,11/30/2019,11/3/2000,4326883949,SP,2096,,www.,
635,"Rock Engineering and Testing Laboratory, Inc.",6817 Leopard Street,,Corpus Christi,TX,78409,11/30/2019,11/3/2000,3618834555,NS,2101,,www.,
636,"H2O Terra, LLC",2020 E. Mills Ave,,El Paso,TX,79901,11/30/2019,11/3/2000,9155331418,NS,2103,,www.,
637,ROGER J KOPPA PE,1214 N RIDGEFIELD,,COLLEGE STATION,TX,77840,11/30/2019,11/3/2000,9796930867,SP,2104,,www.,
638,Frishmuth Consulting Services LLC,P O Box 1624,,Boerne,TX,78006,11/30/2019,11/3/2000,281-770-3598,NS,2108,,www.,
639,ROSSER INTERNATIONAL INC,"1555 Peachtree Street, N.E.",Suite 800,ATLANTA,GA,30309,11/30/2019,11/3/2000,4048763800,NS,2110,,www.,
640,Shah Smith & Associates Inc,"2825 Wilcrest Drive, Ste 350",,Houston,TX,77042,11/30/2019,11/3/2000,7137807563,NS,2113,,www.,
641,SHELMARK ENGINEERING LLC,921 FM 517 Rd. E,,Dickinson,TX,77539,11/30/2019,11/3/2000,409.935.9986,NS,2115,,www.,
642,SISSEL ENGINEERING SERVICES,1110 RIDGE RD WEST,,ROCKWALL,TX,75087-3110,11/30/2019,11/3/2000,9727725238,SP,2119,,www.,
643,SKINNER ENGINEERING SERVICES COMPANY,PO BOX 67,,SILSBEE,TX,77656,11/30/2019,11/3/2000,409 385 2074,NS,2120,,www.,
644,"SPIARS ENGINEERING, INC.",765 CUSTER RD STE 100,,PLANO,TX,75075,11/30/2019,11/3/2000,972 422 0077,NS,2121,,www.,
645,"Stenstrom-Schneider, Inc.","13748 Neutron Road, Suite 120",,Dallas,TX,75248,11/30/2019,11/3/2000,2144619831,NS,2124,,www.,
646,STEPHENS ENGINEERING,PO BOX 2249,,WICHITA FALLS,TX,76307,11/30/2019,11/3/2000,940 723 2166,NS,2125,,www.,
647,Bovay Engineers Inc,11757 Katy Freeway,Suite 700A,Houston,TX,77079,11/30/2019,11/10/2000,7137778400,NS,2130,,www.,
