,firm_name,firm_address1,firm_address2,firm_city,firm_state,firm_zip,expire_date,create_date,firm_phone,firm_type,Firm_num,GregsNotes,www,domain
10207,Cerda Industries LLC,8411 Villa Dr.,,Houston,TX,77061,8/31/2020,8/6/2018,713-242-7700,NS,20003,,www.,cerdaindustries.com
10208,"Energy Renewal Partners, LLC","1221 South Mopac Expy, Suite 225",,Austin,TX,78746,8/31/2020,8/16/2018,512-222-1125,NS,20004,,www.,energyrenewalpartners.com
10209,"BMC Consulting, LLC",8365 Belize Pl,,Wellington,FL,33414,8/31/2020,8/6/2018,561 644 1329,NS,20005,,www.,bmcconsultingllc.com
10210,"Eager Inspections, PLLC",7000 Windhaven Pkwy #119,,The Colony,TX,75056,7/31/2020,7/31/2018,817 312 2022,SP,20006,,www.,spectora.com
10211,"XD Engineering, PLC",977 Fillmore Ave NW,,Piedmont,OK,73078,8/31/2019,8/9/2018,405 802 0869,SP,20007,,www.,oklahomabids.us
10212,"Hall Engineering, LTD",P.O. Box 241302,,Little Rock,AR,72223,8/31/2020,8/16/2018,501-240-9213,SP,20010,,www.,homeadvisor.com
10213,Cardina Consulting LLC DBA Cardina Engineering Commissioning,11460 Lindenwood Ave,,El Paso,TX,79936,8/31/2020,8/16/2018,915 373 6030,NS,20011,,www.,linkedin.com
10214,"Comal Design Group, LLC",22136 Westheimer #239,,Katy,TX,77450,7/31/2020,7/31/2018,281 687 7363,SP,20012,,www.,opencorporates.com
10215,"RockSol Consulting Group, Inc.",12076 Grant Street,,Thornton,CO,80241,8/31/2020,8/9/2018,303-962-9300,NS,20013,,www.,rocksol.com
10216,"ATex Energy Consulting, LLC.",66 Valera Ridge Dr,,Spring,TX,77389,8/31/2020,8/6/2018,713 398 8042,NS,20014,,www.,facebook.com
10217,ILC Dover LP,2200 Space Park Dr #110,,Houston,TX,77058,7/31/2020,7/31/2018,302 335 3911,NS,20016,,www.,ilcdover.com
10218,"Gauge Engineering, LLC DBA Gauge",3200 Wilcrest Dr #220,,Houston,TX,77042,8/31/2020,8/3/2018,832 318 8800,NS,20017,,www.,gaugeengineering.com
10219,"Civiltronics, Inc.",2727 LBJ FWY,Suite 570,Dallas,TX,75234,8/31/2020,8/11/2018,469 374 1872,NS,20018,,www.,civiltronics.com
10220,Texas Automation Systems LLC,2725 114th Street,,Grand Prairie,TX,75050,8/31/2020,8/9/2018,(469) 697-5708,NS,20019,,www.,txautosys.com
10221,"Elevate Engineering, LLC",492 W 1200 N,,Springville,UT,84663,7/31/2020,7/31/2018,801 718 5993,NS,20020,,www.,linkedin.com
10222,"Ryan W. Boring, P.E.",24232 County Road 26,,Elkhart,IN,46517,7/31/2020,7/31/2018,574 575 4872,SP,20021,,www.,linkedin.com
10223,"Pierce-Murray Land Solutions, LLC",800 Tallyho Circle,,Tyler,TX,75703,8/31/2020,8/16/2018,903 520 7964,NS,20022,,www.,piercemurray.com
10224,"Pressure Safety Inspectors, LLC",PO Box 452,,Castle Rock,CO,80104,8/31/2020,8/15/2018,303 317 6877,NS,20023,,www.,psinspectors.com
10225,"Inspired Engineering, LLC",15974 Wilson Pasture Rd,,Bryan,TX,77808,8/31/2020,8/15/2018,832 458 8538,SP,20024,,www.,inspired-engineering.com
10226,Jungseok Ho,1320 Dartmouth Ave,,Edinburg,TX,78539,8/31/2020,8/15/2018,505 573 5079,SP,20025,,www.,utrgv.edu
10227,CRAFT structural LLC DBA CRAFT structural,8000 Research Forest Dr #115-108,,The Woodlands,TX,77382,8/31/2020,8/15/2018,512 565 0093,SP,20026,,www.,craftstructural.com
10228,"STS Solutions and Training, LLC DBA SST, LLC",1826 North Loop 1604 W,Suite 350,San Antonio,TX,78248,8/31/2020,8/17/2018,210-889-1098 X 4001,NS,20027,,www.,sst-anc.com
10229,"Duffield Associates, Inc.",5400 Limestone Road,,Wilmington,DE,19808,8/31/2020,8/11/2018,302 239 6634,NS,20028,,www.,duffnet.com
10230,"CORE Forensics, LLC",920 East Highway 199,,Springtown,TX,76082,8/31/2020,8/28/2018,682-302-9512,NS,20029,,www.,facebook.com
10231,"McDermott, Inc.",757 N. Eldridge Parkway,,Houston,TX,77079,8/31/2020,8/17/2018,713-369-0462,NS,20030,,www.,mcdermott.com
10232,"Henson Engineering, Inc.",1605 Fairway View Dr,,Hoover,AL,35244,8/31/2020,8/15/2018,205 706 1217,SP,20031,,www.,businessfinder.al.com
10233,"Seth Reichenau, P.E. - Sole Practitioner",2121 Dickson Drive,Apt 148,Austin,TX,78704,8/31/2020,8/15/2018,210 383 3764,SP,20032,,www.,novoco.com
10234,Sabatini Engineering LLC,5256 Pratt Dr,,New Orleans,LA,70122,8/31/2020,8/15/2018,504 291 9356,NS,20033,,www.,manta.com
10235,"Development Management & Consulting Group, Inc.","Bo. Carrizales, Sector Palm, Calle Los Rodriguez",Lote 5,Hatillo,PR,659,1/31/2020,1/23/2019,787-987-0830,NS,20034,,www.,linkedin.com
10236,"Sign & Awning Services, Inc. DBA Architectural Fabrication, Inc.",2100 E Richmond Ave,,Ft. Worth,TX,76104,8/31/2020,8/15/2018,817 926 7270,NS,20035,,www.,arch-fab.com
10237,UOP Russell LLC,"7130 S. Lewis Ave., Ste. 500",,Tulsa,OK,74136,8/31/2020,8/16/2018,539 664 4801,NS,20036,,www.,thomasrussellco.com
10238,"Claddtech Engineering, LLC",4540 Willow Oak Trl,,Powder Springs,GA,30127,8/31/2020,8/15/2018,770 656 9923,SP,20037,,www.,linkedin.com
10239,Samir Iqbal DBA ST Engineering Matters,5919 Woodlake Dr,,ARLINGTON,TX,76016,8/31/2020,8/16/2018,214-453-9999,SP,20038,,www.,linkedin.com
10240,Rich Engineering,25114 Shalford Dr,,Spring,TX,77389,8/31/2020,8/16/2018,281 433 2538,SP,20039,,www.,manta.com
10241,"Bishop Development Services, LLC",910 Weisinger Dr,,Magnolia,TX,77354,8/31/2020,8/16/2018,806 240 1773,SP,20040,,www.,dnb.com
10242,"JSG Engineering, LLC",4337 Hawking Glen Way,,St. Louis,MO,63129,9/30/2019,9/6/2018,314-398-7312,NS,20041,,www.,manta.com
10243,Surface Engineering,16033 N Charpiot Ln,,Humble,TX,77396,8/31/2019,8/20/2018,281 441 7824,SP,20042,,www.,surfaceengineering.com
10244,Rosales-Herrera Engineering,141 Eagle Nest Rd,,Eagle Pass,TX,78852,8/31/2019,8/20/2018,512 762 8355,SP,20043,,www.,facebook.com
10245,Leeam Engineering,3101 Seneca Landing Lane,,Pearland,TX,77584,9/30/2019,9/11/2018,832-859-8444,SP,20044,,www.,gc-engineering.com
10246,"Walter L. Brown III, PE, Inc. DBA WLB3 Engineering Services",7516 85th,,Lubbock,TX,79424,8/31/2019,8/23/2018,806-777-2283,SP,20045,,www.,depts.ttu.edu
10247,"Collins Structural Design, PLLC",PO Box 721665,,Oklahoma City,OK,73172,8/31/2020,8/20/2018,405 430 9279,SP,20046,,www.,linkedin.com
10248,"Levens Engineering Service, LLC",18 Le Petit Cv,,Long Beach,MS,39560,8/31/2019,8/20/2018,228 861 9743,SP,20047,,www.,opencorporates.com
10249,"L2 Engineering, LLC",6590 Sales Rd,,Waynesville,OH,45068,9/30/2020,9/6/2018,937 475 9233,NS,20048,,www.,ltwoe.com
10250,"F. Chapa Engineering, LLC",154 Casita Loop,,Rio Grande City,TX,78582,8/31/2019,8/16/2018,956 821 0624,SP,20049,,www.,corporationwiki.com
10251,EFR Alta Mesa LLC,755 CR 315,,Encino,TX,78353,8/31/2020,8/31/2018,361-568-3549,NS,20050,,www.,wireless2.fcc.gov
10252,"Shear Structural, LLC",931 Monroe Dr Ste A102-491,,Atlanta,GA,30308,8/31/2020,8/20/2018,678 664 8021,NS,20051,,www.,shearstructural.com
10253,"Redi Anvil, LLC",1675 W. Bakerview Road,,Bellingham,WA,98226,8/31/2020,8/23/2018,360 671 1450,NS,20052,,www.,redianvil.com
10254,"CT Structural Solutions, LLC",8792 S Carr Way,,Littleton,CO,80128,8/31/2020,8/20/2018,720 934 2899,SP,20053,,www.,structuralsolutionsinc.com
10255,Edward R. Garrett Inc.,P.O. Box 868,,Sabinal,TX,78881,8/31/2020,8/17/2018,512 750 0061,NS,20054,,www.,corporationwiki.com
10256,"Charles H. Steger, P.E.",339 River Chase Blvd.,,Georgetown,TX,78628,8/31/2020,8/16/2018,512 630 3771,SP,20055,,www.,austinchronicle.com
10257,"Jimco Sales and Manufacturing, Inc.",3113 St. Louis Ave,,Ft. Worth,TX,76110,8/31/2020,8/20/2018,817 924 6173,NS,20056,,www.,jimcosales.com
10258,"Vela Engineering, PLLC",10923 Flying Fury Dr.,,San Antonio,TX,78254,8/31/2020,8/17/2018,210-848-8283,SP,20057,,www.,bizapedia.com
10259,Invenerate DBA Adtell Integration,121 Park Avenue,,Quakertown,PA,18951,8/31/2020,8/23/2018,8775299114,NS,20058,,www.,adtellintegration.com
10260,"Imperium Engineering, Inc.",304 Park Meadows Dr,,Euless,TX,76039,9/30/2020,9/10/2018,817-201-6401,NS,20059,,www.,au.linkedin.com
10261,"Briar Creek Engineering, PLLC",8266 Reveille Valley Rd,,Magazine,AR,72943,8/31/2020,8/20/2018,479-785-0373,NS,20060,,www.,linkedin.com
10262,"LDG Enterprises, LLC",2608 Live oak St.,,Mission,TX,78574,8/31/2020,8/23/2018,956 684 8698,NS,20061,,www.,manta.com
10263,"The Antero Group, LLC",369 Woody Dunes Ct,,Porter,IN,46304,8/31/2020,8/20/2018,312 772 5085,NS,20062,,www.,anterogroup.com
10264,SSR Engineering Consulting,15811 Socorro Falls,,Helotes,TX,78023,8/31/2020,8/20/2018,210 885 8314,SP,20063,,www.,ssr-inc.com
10265,"CV Designers, Inc. DBA CV Engineering",3400 McKnight East Dr,,Pittsburgh,PA,15237,8/31/2020,8/20/2018,412 364 2180,NS,20064,,www.,cvengineering.com
10266,"The Structural Group, Ltd.",707 Lake Cook Rd #300,,Deerfield,IL,60015,8/31/2020,8/20/2018,847 562 1977,NS,20065,,www.,thestructuralgroup.com
10267,Strinteg Corporation,2209 Cooper Lake Rd SE,,Smyrna,GA,30080,8/31/2020,8/17/2018,404-804-4324,NS,20066,,www.,manta.com
10268,Goswami Engineering LLC,12179 Endersleigh Court,,Jacksonville,FL,32258,8/31/2020,8/23/2018,904 337 9953,NS,20067,,www.,goswamiengineering.com
10269,"In-House, LLC",537 Loma Cedro Bend,,Leander,TX,78641,9/30/2019,9/17/2018,512-945-1512,NS,20068,,www.,patch.com
10270,"Dailey and Wells Communications, Inc.",3440 E Houston St,,San Antonio,TX,78219,8/31/2020,8/20/2018,210 893 6500,NS,20069,,www.,dwcomm.com
10271,"John Hollister, P.E.",11115 Sherwood Oak Ln,,Houston,TX,77043,8/31/2020,8/20/2018,713 653 3997,SP,20070,,www.,linkedin.com
10272,Anvil Engineering LLC DBA Acme Engineering Services LLC,7212 Weil Ave,,St. Louis,MO,63119,9/30/2019,9/19/2018,314 338 7720,NS,20072,,www.,anvil-engineering.com
10273,Commercial Site Design PLLC,8312 Creedmoor Rd.,,Raleigh,NC,27613,9/30/2020,9/24/2018,919-848-6121,NS,20073,,www.,commercialsitedesign.com
10274,"Zodiac Structural Engineering, LLP DBA Zodiac Structural Engineering",P.O. Box 2753,,McAllen,TX,78502,8/31/2019,8/28/2018,832-462-4891,NS,20075,,www.,facebook.com
10275,"Haas & Kennedy Engineers, P.A.",PO Box 37291,,Charlotte,NC,28237,8/31/2020,8/28/2018,704 333 6590,NS,20076,,www.,haasandkennedyengineers.com
10276,PNima Total Design Group Inc.,4539 Cape Charles Drive,,Plano,TX,75024,9/30/2019,9/1/2018,214 497 8462,NS,20077,,www.,opencorporates.com
10277,"Design Plus, Consulting Engineers and Planners, LLC",PO Box 81,,Crowville,LA,71230,9/30/2019,9/11/2018,318-535-8110,NS,20078,,www.,manta.com
10278,Globetrotters Engineering Corporation,300 S. Wacker Dr. Suite 400,,Chicago,IL,60606,8/31/2020,8/23/2018,312 922 6400,NS,20079,,www.,gec-group.com
10279,"Case Engineering, Inc.",796 Merus Court,,Fenton,MO,63026,9/30/2020,9/6/2018,636-349-1600,NS,20080,,www.,caseengineeringinc.com
10280,"Expert O&G Engineering Solutions, LLC",715 Leamington St.,,Sugar Land,TX,77479,8/31/2020,8/28/2018,281 919 9406,SP,20081,,www.,expertep.com
10281,"ABES Engineering, Inc","2500 Mount Moriah Road, Suite H229",,Memphis,TN,38115,8/31/2020,8/23/2018,901 340 3011,NS,20082,,www.,abesengineering.com
10282,"Groundwater Solutions, Inc. DBA GSI Water Solutions, Inc.",55 SW Yamhill Street,Suite 300,Portland,OR,97204,9/30/2019,9/1/2018,503-239-8799,NS,20083,,www.,gsiwatersolutions.com
10283,Myer Hill Enterprises LLC DBA Myer Hill Consulting,444 Myer Terrace,,Leola,PA,17540,9/30/2020,9/1/2018,717 413 1832,SP,20084,,www.,myerhill.com
10284,Calcgen Solutions LLC,10116 Erin Glen Way,,Pearland,TX,77584,8/31/2020,8/28/2018,281-216-3777,NS,20085,,www.,opencorporates.com
10285,Procura360 Group,2020 X St Unit A,,Sacramento,CA,95818,8/31/2020,8/28/2018,916 224 9812,SP,20086,,www.,govcb.com
10286,"DPS Group, Inc DBA DPS Engineering, Inc.","201 Fuller Road, Suite 306",,Albany,MA,12203,8/31/2020,8/23/2018,518 650 7808,NS,20087,,www.,dpsgroupglobal.com
10287,"Facet Engineering, LLC",427 Sawyer Meadow Way,,Grayson,GA,30017,9/30/2019,9/6/2018,847-858-7737,NS,20088,,www.,facetengineering.net
10288,"CJT Management Consulting Services, LLC.",3111 Trotwood Lane,,Katy,TX,77494,9/30/2020,9/6/2018,832 428 8656,SP,20089,,www.,manta.com
10289,"BP Surface Solutions, LLC",4705 S. Chadbourne Street,,San Angelo,TX,76904,9/30/2019,9/11/2018,325-387-3881,NS,20090,,www.,mapquest.com
10290,"Integrity Consulting Group, PLLC",16607 Riverstone Way #200,,Charlotte,NC,28277,9/30/2020,9/6/2018,704 541 6071,NS,20091,,www.,integritycg.net
10291,"Cypress Creek EPC, LLC",5310 South Alston Ave.,Building 300,Durham,NC,27713,9/30/2020,9/19/2018,310-581-6299,NS,20092,,www.,ccrenew.com
10292,"Cypress Creek Renewables, LLC",3250 Ocean Park Blvd,Suite 355,Santa Monica,CA,90405,9/30/2019,9/6/2018,410-733-0306,NS,20093,,www.,ccrenew.com
10293,Groselle Consulting,805 Glendevon Dr.,,McKinney,TX,75071,8/31/2019,8/30/2018,214 734 2305,SP,20094,,www.,apollo.io
10294,Saxum Engineering LLC,"4925 N. O'Connor Rd., Suite 122",,Irving,TX,75062,8/31/2020,8/31/2018,972-876-0584,NS,20095,,www.,manta.com
10295,"M.W. Sausse & Co., Inc.",28744 Witherspoon Pkwy,,Valencia,CA,91355-5425,9/30/2019,9/6/2018,661 257 3311,NS,20096,,www.,vibrex.net
10296,"Laughlin Engineering Firm, LLC",14027 Memorial Drive #364,,Houston,TX,77079-6826,8/31/2020,8/31/2018,281 741 9226,NS,20097,,www.,linkedin.com
10297,AME Design Inc,2601 Main Street,Suite 730,Irvine,CA,92614,9/30/2019,9/6/2018,949-553-0011,NS,20098,,www.,amegroup.net
10298,"Marco Castaneda, PE",6844 Ashen Lane,,Austin,TX,78747,9/30/2020,9/6/2018,512 785 8446,SP,20099,,www.,linkedin.com
10299,Weisinger Incorporated,PO Box 909,,Willis,TX,77378,9/30/2019,9/6/2018,936-756-7721,NS,20100,,www.,weisingerinc.com
10300,"Baez Consulting, LLC",706 Nocona Ct,,Allen,TX,75013,9/30/2020,9/6/2018,214 864 9619,NS,20101,,www.,baezconsulting.com
10301,Morningstar Engineering & Testing LLC,14900 Avery Ranch Blvd,STE C200-208,Austin,TX,78717,9/30/2019,9/10/2018,512-689-7866,NS,20102,,www.,facebook.com
10302,"GLMV Architecture, Inc.",1525 E. Douglas Avenue,,Wichita,KS,67211-1608,9/30/2020,9/27/2018,316-265-9367,NS,20103,,www.,glmv.com
10303,Ennovation,4729 Dale Curtain Dr,,McFarland,WI,53558,9/30/2020,9/11/2018,608 212 6998,NS,20104,,www.,ennovationbuilt.com
10304,Elizabeth Crowe Engineering Associates PLLC,PO Box 1776,,Athens,TX,75751,9/30/2019,9/11/2018,214 683 6252,SP,20105,,www.,linkedin.com
10305,"Bernhard MCC, LLC",PO Box 7460,,Metairie,LA,70010,9/30/2020,9/11/2018,504 833 8291,NS,20106,,www.,bernhard.com
10306,"Blue Build Engineering, LLC DBA BBE",2450 Louisiana St #400-610,,Houston,TX,77006,9/30/2019,9/13/2018,713 373 9749,SP,20107,,www.,bluebuildeng.com
10307,Imaginationeering,9772 Whithorn Dr,,Houston,TX,77095,9/30/2019,9/13/2018,346 333 8714,NS,20108,,www.,imaginationeering.com
10308,Wyssling Consulting,76 N. Meadowbrook Drive,,Alpine,UT,84004,9/30/2019,9/17/2018,201-874-3783,SP,20109,,www.,bizapedia.com
10309,"TCB Engineering, LLC",PO Box 910012,,Sherman,TX,75091-0012,9/30/2020,9/17/2018,903-870-6543,SP,20110,,www.,clustrmaps.com
10310,"Debra Lisenbe Rodriguez, PE",432 Twin Creek,,Hurst,TX,76053,9/30/2020,9/13/2018,817 266 8757,SP,20111,,www.,linkedin.com
10311,"MGE Engineering, Inc.",7415 Greenhaven Dr #100,,Sacramento,CA,95831,9/30/2019,9/13/2018,916 421 1000,NS,20112,,www.,mgeeng.com
10312,SLD Engineering & Surveying LLC,1100 Camellia Blvd #200,,Lafayette,LA,70508,9/30/2020,9/13/2018,337 216 6518,NS,20113,,www.,opencorporates.com
10313,"Independence Engineering, LLC",102 Farnsworth Avenue,Suite 310,Bordentown,NJ,8505,9/30/2020,9/13/2018,609-496-9369,SP,20114,,www.,opencorporates.com
10314,"Keith Engineering Design, Inc.",707 NE Jefferson St,,Peoria,IL,61603,9/30/2020,9/13/2018,309 938 4005,NS,20115,,www.,kedmep.com
10315,Larry D. Grimm,3324 Azalea Blossom Dr,,Austin,TX,78748,9/30/2019,9/13/2018,512 565 0773,SP,20116,,www.,linkedin.com
10316,"Michael M. Birkelbach, P.E.",428 Borealis Ln,,El Paso,TX,79912,9/30/2019,9/13/2018,915 487 8710,SP,20117,,www.,mbirkelbach.com
10317,"Frankenhoff Consulting, Inc.",2218 Vermont St,,Quincy,IL,62301,9/30/2020,9/17/2018,217 221 5443,NS,20118,,www.,frankenhoff.com
10318,Santee Engineering LLC,925 Ashland St.,,Houston,TX,77008,9/30/2019,9/24/2018,832-526-3121,SP,20119,,www.,linkedin.com
10319,Conan Creighton Bear DBA OM Engineering LLC,3770 River Oaks Dr.,,New Braunfels,TX,78132,9/30/2019,9/27/2018,316 768 0330,SP,20120,,www.,BADQUERY
10320,"BEI Structural Engineers, Inc.",3930 Pender Dr #175,,Fairfax,VA,22030,9/30/2019,9/19/2018,703 890 5000,NS,20121,,www.,beidc.com
10321,"RMA Engineering, LLC",PO Box 673,2975 Blosser Dr,Concordia,KS,66901,9/30/2020,9/20/2018,785 262 4762,NS,20122,,www.,linkedin.com
10322,HAWA Incorporated,980 Old henderson Road,,Columbus,OH,43220,9/30/2019,9/24/2018,614-451-1711,NS,20123,,www.,hawainc.com
10323,William Cummings,5928 10th Dr,,Lubbock,TX,79416,9/30/2020,9/20/2018,806-241-0166,SP,20124,,www.,linkedin.com
10324,"RTWA, PLLC",1230 W Morehead St #116,,Charlotte,NC,28208,9/30/2020,9/20/2018,704 372 2903,NS,20125,,www.,manta.com
10325,"Redlands Energy Consulting, LLC",1900 Redlands St,,Austin,TX,78757,9/30/2019,9/20/2018,512 790 0862,SP,20126,,www.,opencorporates.com
10326,"Structured, LLC DBA Structured Engineering Solutions",5105 Mount Breeze Ct.,,Lavergne,TN,37086,10/31/2019,10/15/2018,615 200 0722,NS,20127,,www.,structuredtn.com
10327,"CDG Consulting Group, LLC",134 Vintage Park Dr Ste A Ste 235,,Houston,TX,77070,10/31/2019,10/3/2018,214 205 0041,NS,20128,,www.,linkedin.com
10328,"GeoTex Design Solutions, PLLC",15011 Oak Bluff Ct.,,Houston,TX,77070,9/30/2019,9/24/2018,678-614-1804,SP,20129,,www.,geotexdesign.com
10329,"Cameron Engineering, LLC",13034 Verde River Dr #102,,Fountain Hills,AZ,85268,9/30/2020,9/20/2018,303 800 6750,NS,20130,,www.,linkedin.com
10330,"Outlaw Engineering, Inc.",PO Box 1800,,Roosevelt,UT,84066,11/30/2019,11/14/2018,435 232 4321,NS,20131,,www.,manta.com
10331,"B&J HBK, Inc. DBA Brandow & Johnston",700 South Flower Street,#1800,Los Angeles,CA,90017,9/30/2020,9/24/2018,(213)596-4500,NS,20132,,www.,bjsce.com
10332,"Olympia Design-Build, Inc. DBA Olympia Engineering",404 E McKinney Ave,,Albertville,AL,35950,10/31/2019,10/3/2018,256 878 6054,NS,20133,,www.,olympiaengineering.net
10333,Juarez Engineering LLC DBA Amped Engineering,16919 N Aliana Rd,,Richmond,TX,77407,9/30/2020,9/27/2018,832 488 0656,SP,20134,,www.,aid-master.com
10334,"Johnson & Associates, Inc.",1 E. Sheridan Ave #200,,Oklahoma City,OK,73104,10/31/2019,10/8/2018,405 235 8075,NS,20135,,www.,jaokc.com
10335,"Gerald Mele & Associates, Inc.",7337 N. First St.,Ste. 110,Fresno,CA,93720,9/30/2019,9/28/2018,559-435-1411,NS,20137,,www.,gmaengineering.com
10336,"Open Road Network Services, LLC DBA Open Road Engineering",PO Box 2843,,Georgetown,TX,78627,9/30/2020,9/27/2018,512 942 7623,SP,20138,,www.,openroad.network
10337,Ei Engineering Inc.,2570 South Miller Lane,,Las Vegas,NV,89117,9/30/2020,9/28/2018,702 365 8080 Ext 408,NS,20139,,www.,eicompanies.com
10338,"Revamp Engineering, Inc.","555 12th St, Fl 5",,Oakland,CA,94607,9/30/2020,9/27/2018,415 496 5215,NS,20140,,www.,revamp-eng.com
10339,Ingamells Engineering,151 Harmon,,San Antonio,TX,78209,9/30/2019,9/27/2018,210 262 6393,SP,20141,,www.,linkedin.com
10340,JDO Engineering LLC,970 Noble Ave,,Lantana,TX,76226,9/30/2019,9/27/2018,817 716 3903,NS,20143,,www.,opencorporates.com
10341,"Solutio Environmental, Inc.",13003 Jones-Maltsberger Rd,,San Antonio,TX,78247,10/31/2019,10/5/2018,2107497000,NS,20144,,www.,solutioenv.com
10342,"Omega Design, LLC",100 N Central Expwy #414,,Richardson,TX,75080,10/31/2019,10/31/2018,469 583 5766,NS,20145,,www.,opencorporates.com
10343,Yeh and Associates,"2000 N Clay Street, Suite 200",,Denver,CO,80211,10/31/2019,10/3/2018,303 781 9590,NS,20146,,www.,yeh-eng.com
10344,"Higher Power Electrical, LLC",PO Box 130,,Plainview,TX,79072,10/31/2019,10/3/2018,806 494 3344,NS,20147,,www.,yellowpages.com
10345,"Targus Associates, LLC DBA Targus Environmental",1900 Diplomat Drive,,Dallas,TX,75234,10/31/2019,10/3/2018,972-247-7229,NS,20148,,www.,targusassociates.com
10346,Geotechnical Engineering Services LLC,1100 Greenhill Dr,,Pflugerville,TX,78660,10/31/2019,10/17/2018,512 914 8821,SP,20149,,www.,indeed.com
10347,"Thomas L. Carrasco, P.E. Inc.",10034 Alms Park,,San Antonio,TX,78250,10/31/2019,10/17/2018,210 878 7383,SP,20150,,www.,health.usnews.com
10348,"Warrick Engineering & Associates, LLC",409 Magnolia Street,,Hico,TX,76457,10/31/2019,10/19/2018,254-263-3550,NS,20151,,www.,hicotxchamber.com
10349,"Spectrum Design Engineers, LLC",19 Sierra Oaks Dr,,Sugar Land,TX,77479,10/31/2019,10/25/2018,832 766 6076,NS,20152,,www.,spectrumdesignengineers.com
10350,Managan Engineering,127 Meadow Glen Dr,,Early,TX,76872,10/31/2019,10/17/2018,325 792 4701,SP,20153,,www.,linkedin.com
10351,Fernando de la Vega DBA Creative Engineering,6906 Lunar Dr,,Austin,TX,78745,10/31/2019,10/17/2018,512 865 0736,SP,20154,,www.,linkedin.com
10352,"EXSOL Group, LLC","11111 Katy Freeway, Suite 910",,Houston,TX,77079,10/31/2019,10/15/2018,240 498 6953,NS,20155,,www.,datalog.co.uk
10353,Energized Engineering LLC,Basil Angelo c/o Energized Engineering,21 Waterway Ave Ste 300,The Woodlands,TX,77380,10/31/2019,10/17/2018,281 362 2839,SP,20156,,www.,mapquest.com
10354,Bunnell Lammons Engineering,6004 Ponders Court,,Greenville,SC,29615,10/31/2019,10/17/2018,864-288-1265,NS,20158,,www.,blecorp.com
10355,Ernesto Baca,3220 Georgetown St.,,Houston,TX,77005,11/30/2019,11/5/2018,832 540 2669,SP,20159,,www.,linkedin.com
10356,"Omar Moreno, P.E., PM-Engineering",3011 E Gore Blvd #230,,Lawton,OK,73501,10/31/2019,10/18/2018,915 303 0501,SP,20160,,www.,linkedin.com
10357,Bryon Markulin Zickmantel Structural Engineers,#501-510 Burrard St,,"Vancouver, BC",,V6C 3A8,10/31/2019,10/25/2018,604 685 9533,NS,20161,,www.,bmzse.com
10358,"Wildcatter Engineering, PLLC",9450 Pinecroft Dr #9543,,Spring,TX,77387,10/31/2019,10/17/2018,713 331 9900,SP,20162,,www.,opencorporates.com
10359,Affiniti Studios (Luong) PLLC DBA Affiniti Studios,PO Box 2435,,Renton,NV,98056,10/31/2019,10/15/2018,702 338 2612,NS,20163,,www.,affinitistudios.com
10360,"WMD Engineering Consultants, Inc.",P. O. Box 714,,Bethlehem,GA,30620,10/31/2019,10/17/2018,770 586 0178,NS,20164,,www.,tilt-up.org
10361,"Legioneering, LLC",4504 Randwick Dr.,,Houston,TX,77092,10/31/2019,10/17/2018,832-790-4341,SP,20165,,www.,mapquest.com
10362,"Compliance Solutions Group, LLC",16851 Jefferson Hwy Ste 6D,,Baton Rouge,LA,70817,10/31/2019,10/17/2018,225 754 0405,NS,20166,,www.,compliance-sg.com
10363,"Design Consulting Group, LLC",23 Corporate Plaza,Suite 150,Newport Beach,CA,92660,11/30/2019,11/14/2018,888 669 9099,NS,20167,,www.,dcg-eng.com
10364,The Boulder Engineering Company,1717 15th St,,Boulder,CO,80302-6323,10/31/2019,10/17/2018,303 444 6038,NS,20168,,www.,boulderengineering.com
10365,"Gerald T. Wynne, P.E.","1716 Briarcrest Dr, 3rd Fl",,Bryan,TX,77802,10/31/2019,10/19/2018,832 334 3260,SP,20169,,www.,linkedin.com
10366,GreenWorks Service Company,4848 Lemmon Ave #613,,Dallas,TX,75219,10/31/2019,10/18/2018,855 349 6757,NS,20170,,www.,greenworksinspections.com
10367,John Gleason LLC,"406 Long Bow Lane, Unit B",,Austin,TX,78704,10/31/2019,10/17/2018,512 775 2884,NS,20171,,www.,linkedin.com
10368,"Rogers Engineering Services DBA Alton G. Rogers, P.E.",9313 Stonebridge Drive,,College Station,TX,77845,10/31/2019,10/25/2018,979 595 3060,NS,20172,,www.,engineering.tamu.edu
10369,William E. Carroll DBA Carroll Consulting International,500 S Hinckley St,,Blooming Grove,TX,76626,10/31/2019,10/22/2018,214 763 7731,SP,20173,,www.,thepublicdiscourse.com
10370,"MGB Engineering, LLC",6320 Tasajillo Trl.,,Austin,TX,78739,10/31/2019,10/19/2018,512-781-9044,SP,20174,,www.,bloomberg.com
10371,"Compliance Partners, Inc.",402 E Avenue G,,Midlothian,TX,76065,11/30/2019,11/2/2018,972 723 9509,NS,20175,,www.,manta.com
10372,"Excalibur Engineering, LLC",304 S Lynnwood Trl,,Cedar Park,TX,78613,10/31/2019,10/25/2018,512 773 2188,SP,20176,,www.,excaliburengineer.com
10373,"William R. Heiden III, P.E.",15401 N 500 E,,Macy,IN,46951,10/31/2019,10/22/2018,574 527 3717,SP,20177,,www.,myfloridalicense.com
